Duifhuis;5411–5411;Landerd;Noord-Brabant;
Duifhuis;5406–5406;Uden;Noord-Brabant;
Duiksehoef;5175–5175;Loon op Zand;Noord-Brabant;
Duinen;3849–3849;Harderwijk;Gelderland;
Duistervoorde;7391–7391;Voorst;Gelderland;
Duiven;6920–6922;Duiven;Gelderland;
Duivendrecht;1099, 1114–1115;Ouder-Amstel;Noord-Holland;
Duivenhoek;4587–4587;Hulst;Zeeland;
Duizel;5525–5525;Eersel;Noord-Brabant;
Duizend Morgen;4284–4284;Woudrichem;Noord-Brabant;
Dulder;7597–7597;Dinkelland;Overijssel;
Dun;5085–5085;Hilvarenbeek;Noord-Brabant;
Dunsborg;7255–7255;Bronckhorst;Gelderland;
Dussen;4270–4271;Werkendam;Noord-Brabant;
Duur;8121–8121;Olst-Wijhe;Overijssel;
Duurendseind;5351–5351;Oss;Noord-Brabant;
Duurkenakker;9651–9651;Menterwolde;Groningen;
Dwarsdiep;9663–9663;Stadskanaal;Groningen;
Dwarsgracht;8355–8355;Steenwijkerland;Overijssel;
Dwingeloo;7990–7991;Westerveld;Drenthe;
;;;;
Eagum;9006–9006;Leeuwarden;Fryslân;
Ealahúzen;8580–8581;De Fryske Marren;Fryslân;
Earnewâld;9264–9264;Tytsjerksteradiel;Fryslân;
Easterboarn;8495–8495;Heerenveen;Fryslân;
Easterein;8734–8734;Littenseradiel;Fryslân;
Easterlittens;8835–8835;Littenseradiel;Fryslân;
Eastermar;9260–9261;Tytsjerksteradiel;Fryslân;
Easterwierrum;9020–9021;Littenseradiel;Fryslân;
Easthim;8618–8618;Súdwest-Fryslân;Fryslân;
Ebbenbroek;7695–7695;Hardenberg;Overijssel;
Echt;6100–6101;Echt-Susteren;Limburg;
Echteld;4054–4054;Neder-Betuwe;Gelderland;
Echten;7932–7932;De Wolden;Drenthe;
Echten;8537–8537;De Fryske Marren;Fryslân;
Echtenerbrug;8539–8539;De Fryske Marren;Fryslân;
Echterbosch;6105–6105;Echt-Susteren;Limburg;
Eck en Wiel;4024–4024;Buren;Gelderland;
Eckelrade;6250–6252;Eijsden-Margraten;Limburg;
Edam;1135–1135;Edam-Volendam;Noord-Holland;
Ede;6710–6718;Ede;Gelderland;
Ederveen;6744–6744;Ede;Gelderland;
Ee;9130–9131;Dongeradeel;Fryslân;
Eede;4529–4529;Sluis;Zeeland;
Eefde;7210–7211;Lochem;Gelderland;
Eefsele;7141–7141;Oost Gelre;Gelderland;
Eekt;8097–8097;Oldebroek;Gelderland;
Eekwerd;9917–9917;Loppersum;Groningen;
Eekwerderdraai;9917–9917;Loppersum;Groningen;
Eelde;9760–9761;Tynaarlo;Drenthe;
Eelderwolde;9766–9766;Tynaarlo;Drenthe;
Eelen;7447–7447;Hellendoorn;Overijssel;
Eembrugge;3741–3741;Baarn;Utrecht;
Eemdijk;3754–3754;Bunschoten;Utrecht;
Eemnes;3755–3755;Eemnes;Utrecht;
Eemster;7991–7991;Westerveld;Drenthe;
Eemswoude;8765–8765;Súdwest-Fryslân;Fryslân;
Eemten;7957–7957;De Wolden;Drenthe;
Een;9342–9342;Noordenveld;Drenthe;
Eeneind;5674–5674;Nuenen, Gerwen en Nederwetten;Noord-Brabant;
Eenigenburg;1744–1744;Schagen;Noord-Holland;
Eenrum;9967–9967;De Marne;Groningen;
Eenum;9913–9913;Loppersum;Groningen;
Een-West;9343–9343;Noordenveld;Drenthe;
Eerbeek;6960–6961;Brummen;Gelderland;
Eerde;7731–7731;Ommen;Overijssel;
Eerde;5466–5466;Veghel;Noord-Brabant;
Eersel;5520–5521;Eersel;Noord-Brabant;
Eerste Dwarsdiep;9515–9515;Aa en Hunze;Drenthe;
Eerste Exloërmond;9573–9573;Borger-Odoorn;Drenthe;
Ees;9536–9536;Borger-Odoorn;Drenthe;
Eesergroen;9537–9537;Borger-Odoorn;Drenthe;
Eeserveen;7858–7859;Borger-Odoorn;Drenthe;
Eesterga;8534–8534;De Fryske Marren;Fryslân;
Eesveen;8347–8347;Steenwijkerland;Overijssel;
Eethen;4266–4266;Aalburg;Noord-Brabant;
Eext;9463–9463;Aa en Hunze;Drenthe;
Eextahaven;9679–9679;Oldambt;Groningen;
Eexterveen;9658–9658;Aa en Hunze;Drenthe;
Eexterveenschekanaal;9659–9659;Aa en Hunze;Drenthe;
Eexterzandvoort;9464–9464;Aa en Hunze;Drenthe;
Effen;4838–4838;Breda;Noord-Brabant;
Egbertsgaasten;9217–9217;Smallingerland;Fryslân;
Egchel;5987–5987;Peel en Maas;Limburg;
Egchelheide;5987–5987;Peel en Maas;Limburg;
Egede;7447–7447;Hellendoorn;Overijssel;
Egmond aan den Hoef;1934–1934;Bergen;Noord-Holland;
Egmond aan Zee;1930–1931;Bergen;Noord-Holland;
Egmond-Binnen;1935–1935;Bergen;Noord-Holland;
Egypte;5531–5531;Bladel;Noord-Brabant;
Eibergen;7150–7152;Berkelland;Gelderland;
Eijsden;6245–6245;Eijsden-Margraten;Limburg;
Eikberg;4854–4854;Breda;Noord-Brabant;
Eikelenbosch;5111–5111;Baarle-Nassau;Noord-Brabant;
Eikelenbosch;5962–5962;Horst aan de Maas;Limburg;
Eikelhof;8121–8121;Olst-Wijhe;Overijssel;
Eikenheuvel;5406–5406;Uden;Noord-Brabant;
Eiland;6086–6086;Leudal;Limburg;
Eiland;6107–6107;Maasgouw;Limburg;
Eiland;4635–4635;Woensdrecht;Noord-Brabant;
Eimeren;6662–6662;Overbetuwe;Gelderland;
Eind;5561–5561;Bergeijk;Noord-Brabant;
Eind;6088–6088;Leudal;Limburg;
Eind;6034–6034;Nederweert;Limburg;
Eind;5694–5694;Son en Breugel;Noord-Brabant;
Eind van Den Hout;4911–4911;Oosterhout;Noord-Brabant;
Einde;6071–6071;Roermond;Limburg;
Eindewege;4458–4458;Goes;Zeeland;
Eindhoven;5600–5658;Eindhoven;Noord-Brabant;
Eindje;5715–5715;Someren;Noord-Brabant;
Einighausen;6142–6142;Sittard-Geleen;Limburg;
Ekamp;9682–9684;Oldambt;Groningen;
Ekehaar;9454–9454;Aa en Hunze;Drenthe;
Elburg;8080–8082;Elburg;Gelderland;
Elde;5481–5481;Schijndel;Noord-Brabant;
Elden;6842–6842;Arnhem;Gelderland;
Eldersloo;9453–9453;Aa en Hunze;Drenthe;
Eldik;4051–4051;Neder-Betuwe;Gelderland;
Eldrik;6998–6998;Bronckhorst;Gelderland;
Eleveld;9456–9456;Aa en Hunze;Drenthe;
Elim;7916–7916;Hoogeveen;Drenthe;
Elkenrade;6289–6289;Gulpen-Wittem;Limburg;
Elkerzee;4322–4322;Schouwen-Duiveland;Zeeland;
Ell;6010–6011;Leudal;Limburg;
Ellecom;6955–6955;Rheden;Gelderland;
Ellemeet;4323–4323;Schouwen-Duiveland;Zeeland;
Ellerhei;6011–6011;Leudal;Limburg;
Ellerhuizen;9781–9781;Bedum;Groningen;
Ellersinghuizen;9541–9541;Vlagtwedde;Groningen;
Ellertshaar;9535–9535;Borger-Odoorn;Drenthe;
Ellewoutsdijk;4437–4437;Borsele;Zeeland;
Elp;9442–9442;Midden-Drenthe;Drenthe;
Elsen;7475–7475;Hof van Twente;Overijssel;
Elsendorp;5424–5424;Gemert-Bakel;Noord-Brabant;
Elsenerbroek;7475–7475;Hof van Twente;Overijssel;
Elshof;8131–8131;Olst-Wijhe;Overijssel;
Elshout;5154–5154;Heusden;Noord-Brabant;
Elshout;5864–5864;Horst aan de Maas;Limburg;
Elsloo;8424–8424;Ooststellingwerf;Fryslân;
Elsloo;6180–6181;Stein;Limburg;
Elspeet;8075–8075;Nunspeet;Gelderland;
Elst;5386–5386;Oss;Noord-Brabant;
Elst;6660–6662;Overbetuwe;Gelderland;
Elst;3920–3922;Rhenen;Utrecht;
Elsteren;5855–5855;Bergen;Limburg;
Elzet;6281–6281;Gulpen-Wittem;Limburg;
Emmaberg;6301–6301;Valkenburg aan de Geul;Limburg;
Emmadorp;4568–4568;Hulst;Zeeland;
Emmeloord;8300–8305;Noordoostpolder;Flevoland;
Emmen;7722–7722;Dalfsen;Overijssel;
Emmen;7800–7828;Emmen;Drenthe;
Emmer-Compascuum;7881–7881;Emmen;Drenthe;
Empe;7399–7399;Brummen;Gelderland;
Empel;5236–5236;'s-Hertogenbosch;Noord-Brabant;
Emst;8166–8166;Epe;Gelderland;
Endepoel;5815–5815;Venray;Limburg;
Eng;4288–4288;Woudrichem;Noord-Brabant;
Engeland;7361–7361;Apeldoorn;Gelderland;
Engeland;7722–7722;Dalfsen;Overijssel;
Engeland;7963–7963;De Wolden;Drenthe;
Engeland;7784–7784;Hardenberg;Overijssel;
Engelbert;9723–9723;Groningen;Groningen;
Engelen;5221–5221;'s-Hertogenbosch;Noord-Brabant;
Engelum;9038–9038;Menameradiel;Fryslân;
Englum;9883–9883;Zuidhorn;Groningen;
Engwegen;6305–6305;Valkenburg aan de Geul;Limburg;
Engwier;8754–8754;Súdwest-Fryslân;Fryslân;
Engwierum;9132–9132;Dongeradeel;Fryslân;
Enkhuizen;1600–1602;Enkhuizen;Noord-Holland;
Ens;8307–8307;Noordoostpolder;Flevoland;
Enschede;7500–7548;Enschede;Overijssel;
Enspijk;4157–4157;Geldermalsen;Gelderland;
Enter;7468–7468;Wierden;Overijssel;
Enumatil;9811–9812;Leek;Groningen;
Enzelens;9918–9918;Loppersum;Groningen;
Epe;8160–8162;Epe;Gelderland;
Epen;6285–6285;Gulpen-Wittem;Limburg;
Eperheide;6285–6285;Gulpen-Wittem;Limburg;
Eppenhuizen;9996–9996;Eemsmond;Groningen;
Epse;7214–7214;Lochem;Gelderland;
Erica;7887–7887;Emmen;Drenthe;
Erichem;4117–4117;Buren;Gelderland;
Erlecom;6577–6577;Groesbeek;Gelderland;
Erm;7843–7843;Coevorden;Drenthe;
Ermelo;3850–3853;Ermelo;Gelderland;
Ermerveen;7833–7833;Emmen;Drenthe;
Erp;5469–5469;Veghel;Noord-Brabant;
Esbeek;5085–5085;Hilvarenbeek;Noord-Brabant;
Esch;5296–5296;Haaren;Noord-Brabant;
Escharen;5364–5364;Grave;Noord-Brabant;
Eschoten;6731–6731;Ede;Gelderland;
Esdonk;5421–5421;Gemert-Bakel;Noord-Brabant;
Esp;5761–5761;Gemert-Bakel;Noord-Brabant;
Espel;8310–8311;Noordoostpolder;Flevoland;
Espelo;7451–7451;Rijssen-Holten;Overijssel;
Essen;3774–3774;Barneveld;Gelderland;
Essen;9751–9751;Haren;Groningen;
Est;4185–4185;Neerijnen;Gelderland;
Esveld;3771–3771;Barneveld;Gelderland;
Etenaken;6321–6321;Gulpen-Wittem;Limburg;
Etsberg;6063–6063;Roerdalen;Limburg;
Etten;7075–7075;Oude IJsselstreek;Gelderland;
Etten-Leur;4870–4879;Etten-Leur;Noord-Brabant;
Etzenrade;6454–6454;Onderbanken;Limburg;
Europoort Rotterdam;3198–3198;Rotterdam;Zuid-Holland;
Eursing;9411–9411;Midden-Drenthe;Drenthe;
Eursinge;7935–7935;De Wolden;Drenthe;
Eursinge;9434–9434;Midden-Drenthe;Drenthe;
Eursinge;7971–7971;Westerveld;Drenthe;
Euvelwegen;6029–6029;Heeze-Leende;Noord-Brabant;
Euverem;6271–6271;Gulpen-Wittem;Limburg;
Evenheuvel;5688–5688;Oirschot;Noord-Brabant;
Everdingen;4120–4121;Vianen;Utrecht;
Everland;4707–4707;Roosendaal;Noord-Brabant;
Everlo;5981–5981;Peel en Maas;Limburg;
Eversdijk;4421–4421;Kapelle;Zeeland;
Everse;5491–5491;Sint-Oedenrode;Noord-Brabant;
Evertsoord;5977–5977;Horst aan de Maas;Limburg;
Ewer;9966–9966;De Marne;Groningen;
Ewijk;6644–6644;Beuningen;Gelderland;
Ewijk;6611–6611;Heumen;Gelderland;
Ewinkel;5432–5432;Cuijk;Noord-Brabant;
Exloërkijl;9571–9571;Borger-Odoorn;Drenthe;
Exloërveen;9574–9574;Borger-Odoorn;Drenthe;
Exloo;7875–7875;Borger-Odoorn;Drenthe;
Exmorra;8759–8759;Súdwest-Fryslân;Fryslân;
Exmorra;8759–8759;Súdwest-Fryslân;Fryslân;
Exmorrazijl;8759–8759;Súdwest-Fryslân;Fryslân;
Eygelshoven;6470–6471;Kerkrade;Limburg;
Eys;6287–6287;Gulpen-Wittem;Limburg;
Eyserheide;6367–6287;Gulpen-Wittem;Limburg;
Ezinge;9890–9891;Winsum;Groningen;
Ezumazijl;9133–9133;Dongeradeel;Fryslân;
;;;;
Faan;9822–9822;Grootegast;Groningen;
Farebuorren;9171–9171;Ferwerderadiel;Fryslân;
Farmsum;9936–9936;Delfzijl;Groningen;
Fatum;8804–8804;Franekeradeel;Fryslân;
Feanwâlden;9269–9269;Dantumadiel;Fryslân;
Feanwâldsterwâl;9254–9269;Dantumadiel;Fryslân;
Feerwerd;9892–9892;Winsum;Groningen;
Felland;9755–9755;Haren;Groningen;
Ferwert;9172–9172;Ferwerderadiel;Fryslân;
Ferwoude;8760–8761;Súdwest-Fryslân;Fryslân;
Feytebuorren;8616–8616;Súdwest-Fryslân;Fryslân;
Fiemel;9947–9947;Delfzijl;Groningen;
Fijfhûs;8774–8774;Súdwest-Fryslân;Fryslân;
Fijnaart;4793–4793;Moerdijk;Noord-Brabant;
Finkeburen;8521–8521;De Fryske Marren;Fryslân;
Finkum;9053–9053;Leeuwarderadeel;Fryslân;
Finsterwolde;9684–9684;Oldambt;Groningen;
Finsterwolderhamrik;9684–9684;Oldambt;Groningen;
Firdgum;8852–8852;Franekeradeel;Fryslân;
Flânsum;9012–9012;Súdwest-Fryslân;Fryslân;
Fleringen;7666–7666;Tubbergen;Overijssel;
Flieren;6691–6691;Lingewaard;Gelderland;
Fluitenberg;7930–7931;Hoogeveen;Drenthe;
Fochteloo;8428–8428;Ooststellingwerf;Fryslân;
Fokkershoek;5473–5473;Bernheze;Noord-Brabant;
Follega;8535–8535;De Fryske Marren;Fryslân;
Folsgeare;8773–8773;Súdwest-Fryslân;Fryslân;
Formerum;8894–8894;Terschelling;Fryslân;
Fort;7924–7924;De Wolden;Drenthe;
Fortmond;8121–8121;Olst-Wijhe;Overijssel;
Foudgum;9154–9154;Dongeradeel;Fryslân;
Foxhol;9607–9607;Hoogezand-Sappemeer;Groningen;
Foxholsterbosch;9607–9607;Hoogezand-Sappemeer;Groningen;
Foxwolde;9314–9314;Noordenveld;Drenthe;
Fraamklap;9991–9991;Loppersum;Groningen;
Franeker;8800–8802;Franekeradeel;Fryslân;
Frankhuis;8043–8043;Zwolle;Overijssel;
Frankrijk;3848–3848;Harderwijk;Gelderland;
Franschehoef / Franse Hoef (?);5531–5531;Bladel;Noord-Brabant;
Fransum;9833–9833;Zuidhorn;Groningen;
Frederiksoord;8382–8382;Westerveld;Drenthe;
Friens;9009–9009;Leeuwarden;Fryslân;
Frieschepalen;9249–9249;Opsterland;Fryslân;
Frieswijk;7433–7433;Deventer;Overijssel;
Fromberg;6367–6367;Voerendaal;Limburg;
Froombosch;9619–9619;Slochteren;Groningen;
Frytum;9884–9884;Zuidhorn;Groningen;
Fûns;9023–9023;Littenseradiel;Fryslân;
;;;;
Gaag;3155–3155;Midden-Delfland;Zuid-Holland;
Gaanderen;7010–7011;Doetinchem;Gelderland;
Gaarkeuken;9843–9843;Zuidhorn;Groningen;
Gaarland;9628–9628;Slochteren;Groningen;
Gaast;8757–8757;Súdwest-Fryslân;Fryslân;
Gaete;4926–4926;Drimmelen;Noord-Brabant;
Galamadammen;8723–8723;Súdwest-Fryslân;Fryslân;
Galder;4855–4855;Alphen-Chaam;Noord-Brabant;
Galhoeke / De Galhoek (?);9205–9205;Smallingerland;Fryslân;
Gameren;5310–5311;Zaltbommel;Gelderland;
Gammelke;7561–7561;Dinkelland;Overijssel;
Ganzedijk;9684–9684;Oldambt;Groningen;
Ganzert;4031–4031;Buren;Gelderland;
Gapinge;4352–4352;Veere;Zeeland;
Garderbroek;3774–3774;Barneveld;Gelderland;
Garderen;3886–3886;Barneveld;Gelderland;
Garmerwolde;9798–9798;Ten Boer;Groningen;
Garminge;9438–9438;Midden-Drenthe;Drenthe;
Garnwerd;9893–9893;Winsum;Groningen;
Garrelsweer;9918–9918;Loppersum;Groningen;
Garreweer;9903–9903;Appingedam;Groningen;
Garsthuizen;9923–9923;Loppersum;Groningen;
Garyp;9263–9263;Tytsjerksteradiel;Fryslân;
Gassel;5438–5438;Grave;Noord-Brabant;
Gasselte;9462–9462;Aa en Hunze;Drenthe;
Gasselterboerveen;9514–9514;Aa en Hunze;Drenthe;
Gasselterboerveenschemond;9515–9515;Aa en Hunze;Drenthe;
Gasselternijveen;9514–9514;Aa en Hunze;Drenthe;
Gasselternijveenschemond;9515–9515;Aa en Hunze;Drenthe;
Gastel;6028–6028;Cranendonck;Noord-Brabant;
Gastelsveer;4751–4751;Halderberge;Noord-Brabant;
Gasteren;9466–9466;Aa en Hunze;Drenthe;
Gasthuis;6268–6268;Eijsden-Margraten;Limburg;
Gau;8627–8627;Súdwest-Fryslân;Fryslân;
Gawege;4414–4414;Reimerswaal;Zeeland;
Gebergte;5715–5715;Someren;Noord-Brabant;
Gebroek;6101–6101;Echt-Susteren;Limburg;
Gebroek;6121–6121;Sittard-Geleen;Limburg;
Geefsweer;9937–9937;Delfzijl;Groningen;
Geelbroek;9455–9455;Aa en Hunze;Drenthe;
Geeneind;5708–5735;Helmond;Noord-Brabant;
Geer;4243–4243;Zederik;Zuid-Holland;
Geerdijk;7686–7686;Twenterand;Overijssel;
Geersbroek;4858–4858;Alphen-Chaam;Noord-Brabant;
Geersdijk;4494–4494;Noord-Beveland;Zeeland;
Geerstraat;8171–8171;Epe;Gelderland;
Geertruidenberg;4930–4931;Geertruidenberg;Noord-Brabant;
Geervliet;3210–3211;Nissewaard;Zuid-Holland;
Gees;7863–7863;Coevorden;Drenthe;
Geesbrug;7917–7917;Coevorden;Drenthe;
Geesteren;7274–7274;Berkelland;Gelderland;
Geesteren;7678–7678;Tubbergen;Overijssel;
Geeuwenbrug;7985–7985;Westerveld;Drenthe;
Geffen;5386–5386;Oss;Noord-Brabant;
Geitenwaard;6913–6913;Rijnwaarden;Gelderland;
Geldermalsen;4190–4191;Geldermalsen;Gelderland;
Gelderse Buurt;1761–1761;Hollands Kroon;Noord-Holland;
Gelderswoude;2735–2735;Zoeterwoude;Zuid-Holland;
Geldrop;5660–5667;Geldrop-Mierlo;Noord-Brabant;
Geldtienden;4353–4353;Veere;Zeeland;
Geleen;6160–6167;Sittard-Geleen;Limburg;
Gelkenes;2964–2964;Molenwaard;Zuid-Holland;
Gellicum;4155–4155;Geldermalsen;Gelderland;
Geloo;5951–5951;Venlo;Limburg;
Gelselaar;7275–7275;Berkelland;Gelderland;
Gemaal;3646–3646;De Ronde Venen;Utrecht;
Gement;5351–5351;Oss;Noord-Brabant;
Gemert;5420–5422;Gemert-Bakel;Noord-Brabant;
Gemonde;5290–5294;Sint-Michielsgestel;Noord-Brabant;
Genderen;4265–4265;Aalburg;Noord-Brabant;
Gendijk;6086–6086;Leudal;Limburg;
Gendringen;7080–7081;Oude IJsselstreek;Gelderland;
Gendt;6690–6691;Lingewaard;Gelderland;
Geneijgen;6096–6096;Leudal;Limburg;
Genemuiden;8280–8281;Zwartewaterland;Overijssel;
Geneneind;5761–5761;Gemert-Bakel;Noord-Brabant;
Gening;5851–5851;Bergen;Limburg;
Genne;8061–8061;Zwartewaterland;Overijssel;
Genne-Overwaters;8061–8061;Zwartewaterland;Overijssel;
Gennep;6590–6591;Gennep;Limburg;
Genoenhuis;5661–5661;Geldrop-Mierlo;Noord-Brabant;
Genooi;5914–5914;Venlo;Limburg;
Gerheggen;6086–6086;Leudal;Limburg;
Gerkesklooster;9872–9873;Achtkarspelen;Fryslân;
Gerner;7722–7722;Dalfsen;Overijssel;
Gersloot;8457–8457;Heerenveen;Fryslân;
Gerven;3882–3882;Putten;Gelderland;
Gerwen;5674–5674;Nuenen, Gerwen en Nederwetten;Noord-Brabant;
Geulhem;6325–6325;Valkenburg aan de Geul;Limburg;
Geulle;6243–6243;Meerssen;Limburg;
Gever;5076–5076;Haaren;Noord-Brabant;
Geverik;6191–6191;Beek;Limburg;
Gewande;5236–5236;'s-Hertogenbosch;Noord-Brabant;
Giersbergen;5151–5151;Heusden;Noord-Brabant;
Giesbeek;6987–6987;Zevenaar;Gelderland;
Giessen;4283–4283;Woudrichem;Noord-Brabant;
Giessenburg;3380–3381;Giessenlanden;Zuid-Holland;
Giessendam;3371–3371;Hardinxveld-Giessendam;Zuid-Holland;
Giessen-Oudekerk;3381–3381;Giessenlanden;Zuid-Holland;
Gietelo;7383–7383;Voorst;Gelderland;
Gieten;9460–9461;Aa en Hunze;Drenthe;
Gieterveen;9510–9511;Aa en Hunze;Drenthe;
Giethmen;8147–8147;Ommen;Overijssel;
Giethoorn;8355–8355;Steenwijkerland;Overijssel;
Gijbeland;2974–2974;Molenwaard;Zuid-Holland;
Gijsselte;7963–7963;De Wolden;Drenthe;
Gijzel;5268–5268;Haaren;Noord-Brabant;
Gijzenrooi;5661–5661;Geldrop-Mierlo;Noord-Brabant;
Gilze;5126–5126;Gilze en Rijen;Noord-Brabant;
Ginderdoor;4861–4861;Alphen-Chaam;Noord-Brabant;
Ginderdoor;5738–5738;Laarbeek;Noord-Brabant;
Ginnum;9174–9174;Ferwerderadiel;Fryslân;
Glane;7585–7585;Losser;Overijssel;
Glane-Beekhoek (Glanebeekhoek);7585–7585;Losser;Overijssel;
Glanerbrug;7532–7534;Enschede;Overijssel;
Glimmen;9756–9756;Haren;Groningen;
Goaiïngea;8628–8628;Súdwest-Fryslân;Fryslân;
Goat(t)um;9001–9001;Leeuwarden;Fryslân;
Godlinze;9908–9908;Delfzijl;Groningen;
Goedereede;3252–3252;Goeree-Overflakkee;Zuid-Holland;
Goëngahuizen;8497–8497;Smallingerland;Fryslân;
Goes;4460–4465;Goes;Zeeland;
Goidschalxoord;3274–3274;Binnenmaas;Zuid-Holland;
Goilberdingen;4106–4106;Culemborg;Gelderland;
Goingarijp;8510–8511;De Fryske Marren;Fryslân;
Goirle;5050–5053;Goirle;Noord-Brabant;
Goldhoorn;9684–9684;Oldambt;Groningen;
Gooium;8751–8751;Súdwest-Fryslân;Fryslân;
Goor;5731–5731;Geldrop-Mierlo;Noord-Brabant;
Goor;7470–7472;Hof van Twente;Overijssel;
Gorinchem;4200–4208;Gorinchem;Zuid-Holland;
Gorpeind;5111–5111;Baarle-Nassau;Noord-Brabant;
Gorredijk;8401–8401;Opsterland;Fryslân;
Gorssel;7213–7213;Lochem;Gelderland;
Gortel;8166–8171;Epe;Gelderland;
Gouda;2800–2809;Gouda;Zuid-Holland;
Gouderak;2830–2831;Krimpenerwaard;Zuid-Holland;
Goudriaan;2977–2977;Molenwaard;Zuid-Holland;
Goudseweg;2821–2821;Krimpenerwaard;Zuid-Holland;
Goudswaard;3267–3267;Korendijk;Zuid-Holland;
Goutum;9084–9084;Leeuwarden;Fryslân;
Graafland;2964–2964;Molenwaard;Zuid-Holland;
Graauw;4569–4569;Hulst;Zeeland;
Gracht;6281–6281;Gulpen-Wittem;Limburg;
Gracht;8485–8485;Weststellingwerf;Fryslân;
Gracht Burggraaf;6271–6271;Gulpen-Wittem;Limburg;
Graetheide;6121–6121;Sittard-Geleen;Limburg;
Grafhorst;8277–8277;Kampen;Overijssel;
Graft;1484–1484;Alkmaar;Noord-Holland;
Grafwegen;6562–6562;Groesbeek;Gelderland;
Gramsbergen;7783–7783;Hardenberg;Overijssel;
Grashoek;5985–5985;Peel en Maas;Limburg;
Graspeel;5411–5411;Landerd;Noord-Brabant;
Graswijk;9405–9405;Assen;Drenthe;
Graszode;4456–4456;Borsele;Zeeland;
Grathem;6096–6096;Leudal;Limburg;
Grauwe Kat;8822–8822;Súdwest-Fryslân;Fryslân;
Grave;5360–5361;Grave;Noord-Brabant;
's-Graveland;1243–1243;Wijdemeren;Noord-Holland;
Grazen;4861–4861;Alphen-Chaam;Noord-Brabant;
Greffeling;6626–6626;West Maas en Waal;Gelderland;
Greffelkamp;6941–6941;Montferland;Gelderland;
Greonterp;8658–8658;Súdwest-Fryslân;Fryslân;
Greup;3271–3273;Binnenmaas;Zuid-Holland;
Greup;3261–3261;Oud-Beijerland;Zuid-Holland;
Grevenberg;7861–7861;Coevorden;Drenthe;
Grevenbicht;6127–6127;Sittard-Geleen;Limburg;
Griendtsveen;5766–5766;Horst aan de Maas;Limburg;
Griete;4543–4543;Terneuzen;Zeeland;
Grijpskerke;4364–4364;Veere;Zeeland;
Grijssloot;9965–9965;De Marne;Groningen;
Grijzegrubben;6361–6361;Nuth;Limburg;
Groede;4503–4503;Sluis;Zeeland;
Groenekan;3737–3737;De Bilt;Utrecht;
Groenendaal;7371–7371;Apeldoorn;Gelderland;
Groenendijk;4587–4587;Hulst;Zeeland;
Groenendijk;4909–4909;Oosterhout;Noord-Brabant;
Groenendijk;2394–2394;Alphen aan den Rijn;Zuid-Holland;
Groeneweg;2761–2761;Zuidplas;Zuid-Holland;
Groenewoud;5735–5735;Laarbeek;Noord-Brabant;
Groeningen;5826–5826;Boxmeer;Noord-Brabant;
Groenlanden;6576–6576;Groesbeek;Gelderland;
Groenlo;7140–7141;Oost Gelre;Gelderland;
Groenstraat;5085–5085;Hilvarenbeek;Noord-Brabant;
Groenveld;1744–1744;Schagen;Noord-Holland;
Groesbeek;6560–6562;Groesbeek;Gelderland;
Groessen;6923–6923;Duiven;Gelderland;
Groet;1873–1873;Bergen;Noord-Holland;
Groeze;5986–5986;Peel en Maas;Limburg;
Grolloo;9444–9444;Aa en Hunze;Drenthe;
Groningen;9700–9747;Groningen;Groningen;
Gronsveld;6247–6247;Eijsden-Margraten;Limburg;
Groot Agelo;7636–7636;Dinkelland;Overijssel;
Groot Bruggen;5752–5752;Deurne;Noord-Brabant;
Groot Deunk;7122–7122;Aalten;Gelderland;
Groot Genhout;6191–6191;Beek;Limburg;
Groot Haasdal (?);6333–6333;Nuth;Limburg;
Groot Hitland;2911–2911;Zuidplas;Zuid-Holland;
Groot Loo;5081–5081;Hilvarenbeek;Noord-Brabant;
Groot Maarslag;9961–9961;De Marne;Groningen;
Groot Medhuizen (Midhuizen ?);9131–9131;Dongeradeel;Fryslân;
Groot-Abeele;4388–4388;Vlissingen;Zeeland;
Groot-Ammers;2964–2964;Molenwaard;Zuid-Holland;
Groot-Bedaf;5111–5111;Baarle-Nassau;Noord-Brabant;
Groote Bottel;5753–5753;Deurne;Noord-Brabant;
Groote Hoeven;5712–5712;Someren;Noord-Brabant;
Groote Horst;5853–5853;Bergen;Limburg;
Groote Keeten;1759–1759;Schagen;Noord-Holland;
Grootebroek;1613–1613;Stede Broec;Noord-Holland;
Grootegast;9860–9861;Grootegast;Groningen;
Groot-Oever;7707–7707;Hardenberg;Overijssel;
Grootschermer;1843–1843;Alkmaar;Noord-Holland;
Groot-Valkenisse;4373–4373;Veere;Zeeland;
Groot-Welsden;6269–6269;Eijsden-Margraten;Limburg;
Grootwijngaarden;8405–8405;Opsterland;Fryslân;
Grote Voort;5081–5081;Hilvarenbeek;Noord-Brabant;
Grote Wiske;8723–8723;Súdwest-Fryslân;Fryslân;
Grotel;5761–5761;Gemert-Bakel;Noord-Brabant;
Grou;9000–9001;Leeuwarden;Fryslân;
Grubbenvorst;5970–5971;Horst aan de Maas;Limburg;
Gulpen;6270–6271;Gulpen-Wittem;Limburg;
Gun;5866–5866;Horst aan de Maas;Limburg;
Guttecoven;6143–6143;Sittard-Geleen;Limburg;
Gytsjerk;9060–9061;Tytsjerksteradiel;Fryslân;
Gytsjerksterhoeke;9061–9061;Tytsjerksteradiel;Fryslân;
;;;;
Haaften;4175–4175;Neerijnen;Gelderland;
Haag;5815–5815;Venray;Limburg;
